title,company,compensation,employment_type,location,posted_date,description,experience_level,post_id,contact_info,url
Prep Cooking Dishwasher,,compensation:,contract,,2025-04-18T14:45:24-0400,Looking for part time/ full time prep cooking and dishwasher in upscale restaurant in Fairport.,,7843415571,,https://rochester.craigslist.org/fbh/d/fairport-prep-cooking-dishwasher/7843415571.html
Weekly summer flower care,,compensation:,contract,,2025-04-18T14:58:57-0400,"Weekly weeding, watering and fertilizing of annual flowers and vegetable garden.  Two (2) days a week.  Four (4) hours per day.  Please send brief work history and reason why this job fits your schedule.",,7843420115,,https://rochester.craigslist.org/lab/d/rochester-weekly-summer-flower-care/7843420115.html
Property Preservation Vendor,,compensation:,contract,,2025-04-18T15:03:25-0400,"Are you capable of completing all facets of Property Preservation? We are recruiting for Monroe, Orleans, Genesee, and Wyoming counties. This would include, but not be limited to; - Initial Securing - Recurring Landscape/Yard Maintenance - Snow Removal - Window/Door Repairs/Replacements - Roofing and Siding Repairs/Replacements - Winterizations - Debris Removal - Remediation Must have: - Smart phone and computer - Equipment/tools to effectively complete the work - Required State Licenses (when applicable) - Required Insurances: General Liability, E&O, Workers Compensation - Able to submit and pass an Aspen Grove Background Check (we will process if you do not have) *** MUST HAVE OR BE WILLING TO ATTAIN EIN NUMBER AND REGISTER AS EITHER AN S-CORP OR C-CORP! IF YOU ARE UNABLE OR UNWILLING, YOU WILL BE DISQUALIFIED FROM THIS POSITION!*** Payments are made through Direct Deposit. We pay out weekly for all orders completed and made Ready for Office within that pay week. Work must be completed by the provided (reasonable) due dates. Photos are required for each property and work order. Check out our website: bginspect.com TO APPLY, email us your... Name (first and last), phone number, email address, and ZIPCODE to recruiting@bginspect.com We will email you back within 24 hours. THANK YOU FOR YOUR TIME!",,7843421683,recruiting@bginspect.com,https://rochester.craigslist.org/lab/d/rochester-property-preservation-vendor/7843421683.html
Business Office Cleaning,,compensation:,contract,,2025-04-18T15:08:52-0400,"Two (2) times a month at night or on a Saturday or Sunday. Approximately 2,000 sq ft open style office space. Expectations: Vacuum all carpets Dust and/or clean all furniture and surfaces Maintain wood floor areas Clean breakroom Remove garbage and recycling, when necessary Please send work history and will need references.",,7843423731,,https://rochester.craigslist.org/lab/d/rochester-business-office-cleaning/7843423731.html
Cleaner/Turnover Prep-- PT,,compensation:,contract,268 Sanford near South,2025-04-18T15:18:01-0400,"Looking to hire a reliable CLEANER--- (20 hrs/week average) **Cleaning experience preferred and reliable vehicle and driver license required **We are looking for someone available to clean apartment common areas and vacant apartments at turn-over. **Flexible Hours **Applicants Should have availability on the last day of Every month (regardless of the day of the week). We have some weekend/holiday turnovers (Sat & Sun), depending on when the last day of the month falls. If interested, please respond with a resume, or provide a brief work history, including references. Thank you for your time",,7843426810,,https://rochester.craigslist.org/lab/d/rochester-cleaner-turnover-prep-pt/7843426810.html
Cleaners Wanted,,compensation:,contract,,2025-04-18T17:32:37-0400,"C&D Property Maintenance is a small cleaning business providing services in the areas surrounding Rochester. We are looking to expand our cleaning crew with someone who is eager to learn. This job is starting at an hourly pay of $15.00. Please read below for a full work description before applying. What this job looks like… -This is a part time position (On average, 25-30 hours a week). -Though it is part time, we work every day M-F. -Our work day starts on average 9am, and ends roughly around 3:00pm. This is the average time frame for the day, but it does vary from day to day. -We carpool from job to job, and you will leave your car at a designated meeting place. We ask that you have reliable transportation to show up to the meeting place on time; whether it be your own transportation, a ride into work, or public transportation. Within this job expect to… -Clean residential houses and new construction homes. -Vacuum, dust, mop, make beds, clean kitchens and bathrooms, etc. In our employees we look for… -Hard workers -Workers ready to learn and try new things -Workers that are reliable -Workers that come in energetic and ready to go",,7843466650,,https://rochester.craigslist.org/lab/d/rochester-cleaners-wanted/7843466650.html
Barn Job,,compensation:,contract,,2025-04-18T17:44:04-0400,"Barn help needed!! Located in Lyons ny! Monday-Fridays starting at 7:30am. Takes about 4 hours give or take. You would feed, turn out, muck stalls, fill water buckets, etc. Horse experience is a must!!",,7843469766,,https://rochester.craigslist.org/lab/d/lyons-barn-job/7843469766.html
Short Order Cook,,compensation:,contract,12 Courtney Drive,2025-04-19T01:08:24-0400,-experienced cook -knows how to work in busy environment -late nights -good pay -looking to start asap! Call or text (585) 738-4747 for interview!,senior,7843540721, | (585) 738-4747,https://rochester.craigslist.org/fbh/d/fairport-short-order-cook/7843540721.html
Summer Horse Farm Help Wanted,,compensation:,contract,,2025-04-19T13:30:12-0400,"We are a private show farm looking to help us with the daily care of the horses. Mucking stalls, grooming horses, turn-out, bathing, etc. Experience is great however, not necessary! Summer part time hours available. One weekend day a week required the rest is flexibele. We are willing to train the right person. So, if you are energetic and hardworking please reach out. We are located in the Penfield-Fairport area Part-time positions are available for the  Summer. Full day hours are 7am - 4pm. Half days are available as well 7am - 11am. Must be able to lift 50 lbs.  hay bales, grain bags Must have your own transportation! and valid drivers license. Very Competitive Pay! Please call or text (585) 230-6904. We look forward to hearing from you!",,7843640940, | (585) 230-6904,https://rochester.craigslist.org/lab/d/fairport-summer-horse-farm-help-wanted/7843640940.html
"Hiring Machine Operators! No Exp Req, $22/hr",,DOE,contract,,2025-04-19T17:00:31-0400,,,7843699711,,https://rochester.craigslist.org/mnu/d/albion-hiring-machine-operators-no-exp/7843699711.html
COOKS/KITCHEN STAFF,,compensation:,contract,,2025-04-19T17:35:23-0400,Comedy @ The Carlson Please reply with resume if interested,,7843707838,,https://rochester.craigslist.org/fbh/d/rochester-cooks-kitchen-staff/7843707838.html
Private Investigator,,compensation:,contract,,2025-04-19T21:18:56-0400,"Suspicious of a loved one; Is your employee actually sick? I supply a confidential and reliable service, that doesn’t supersede any legal boundaries. I will do what it takes to give you the answers you seek, but am limited by legal boundaries. I cannot and will not enter someone's home, office, or property without explicit permission from the owner, as well as Wiretapping and Recording: (Private investigators cannot intercept phone calls or electronic communications without consent.)",,7843749523,,https://rochester.craigslist.org/etc/d/livonia-private-investigator/7843749523.html
Delivery Driver - No Experience Needed - Start Delivering Today,,DOE,contract,,2025-04-20T09:01:15-0400,,,7843795209,,https://rochester.craigslist.org/fbh/d/rochester-delivery-driver-no-experience/7843795209.html
* Deliver with DoorDash *,,DOE,contract,,2025-04-20T10:00:06-0400,,,7843803605,,https://rochester.craigslist.org/lab/d/rochester-deliver-with-doordash/7843803605.html
Delivery Driver - Start Delivering Today,,DOE,contract,,2025-04-20T12:00:06-0400,,,7843824485,,https://rochester.craigslist.org/lab/d/rochester-delivery-driver-start/7843824485.html
PROFESSIONAL PAINTERS ONLY,,compensation:,contract,,2025-04-20T12:19:58-0400,"Searching for full time professional painters. -2+ yrs experience -Commercial/residential -Interior/exterior -Paid holidays -Earned time off -Valid driver's license -Own vehicle/transportation $20-$30/hr, based on experience Text Perry @ 585-737-1277 Odyssey Painting",,7843828897, | 585-737-1277,https://rochester.craigslist.org/trd/d/rochester-professional-painters-only/7843828897.html
Morning Horse Stall Cleaner Needed – Finger Lakes Gaming & Racetrack,,compensation:,contract,,2025-04-20T12:20:56-0400,"Looking for a reliable and hard-working individual to clean 8 horse stalls every morning at a private barn located at Finger Lakes Gaming & Racetrack. Details: •	Start time: 6:00 AM (sharp) •	Duties: Mucking out 8 stalls, replacing bedding, general tidying of the barn area •	Days: 7 days/week (can be flexible for the right person) •	Pay: Competitive – based on experience and consistency •	Experience with horses a plus, but not required Must be: •	Dependable and punctual •	Comfortable around horses •	Able to work independently To apply, contact Assaf Ronen at [(646) 256-3248] or reply to this ad with your name, availability, and any relevant experience",,7843829113, | (646) 256-3248,https://rochester.craigslist.org/lab/d/farmington-morning-horse-stall-cleaner/7843829113.html
Mobile Mechanic/ Small job/  gas tank removed,,compensation:,contract,,2025-04-20T13:48:19-0400,I have a 2009 Ford E350 Cargo Van and need the gas tank removed from it. The Van can be jacked up if you choose to. It can not be driven. It has a perfectly good gas tank that needs to be removed . Minimal rust on nuts and bolts. The job pays $100.00 cash providing that you do not damage it as it is in perfectly well working condition. Plenty of ocassional work to follow. Always paid in full upon completion in cash. $100.00 CASH TO REMOVE GAS TANK Text Preferred Five85fivezerosix1143,,7843848375,,https://rochester.craigslist.org/trd/d/webster-mobile-mechanic-small-job-gas/7843848375.html
